trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
615,False,"{'a': 0.001, 'e': 0.8167734469008229}",20,6,15.967698316036923,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.001, 'e': 0.8161960800880078}",25,0,-207.04141377302923,"{0: 10, 1: 3, 2: 8, 3: 2, 4: 2}",0
617,False,"{'a': 0.001, 'e': 0.8156178970791806}",20,9,2.768459966182662,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.001, 'e': 0.8150388984525244}",25,0,-100.14989605186358,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
619,False,"{'a': 0.001, 'e': 0.8144590847870377}",20,0,-100.07616265461948,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
620,False,"{'a': 0.001, 'e': 0.8138784566625339}",30,0,-119.08729842504725,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
621,False,"{'a': 0.001, 'e': 0.8132970146596414}",20,0,-76.3839240321009,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
622,False,"{'a': 0.001, 'e': 0.812714759359802}",25,0,-197.6075176912773,"{0: 11, 1: 2, 2: 8, 3: 2, 4: 2}",0
623,False,"{'a': 0.001, 'e': 0.812131691345271}",20,0,-136.22021915784387,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
624,False,"{'a': 0.001, 'e': 0.8115478111991162}",25,0,-106.55016634178436,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
625,False,"{'a': 0.001, 'e': 0.8109631195052179}",25,6,-2.4580529242973763,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
626,False,"{'a': 0.001, 'e': 0.8103776168482677}",20,2,-36.87609572503709,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
627,False,"{'a': 0.001, 'e': 0.8097913038137682}",25,2,-89.40113953108195,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 0}",1
628,False,"{'a': 0.001, 'e': 0.8092041809880323}",30,0,-169.75744832258638,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
629,False,"{'a': 0.001, 'e': 0.8086162489581828}",20,0,-118.68967215447084,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
630,False,"{'a': 0.001, 'e': 0.8080275083121519}",30,0,-172.46485100199783,"{0: 15, 1: 6, 2: 6, 3: 1, 4: 2}",0
631,False,"{'a': 0.001, 'e': 0.8074379596386799}",20,11,-40.799533697567234,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
632,False,"{'a': 0.001, 'e': 0.8068476035273155}",25,0,-169.1442396944961,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
633,False,"{'a': 0.001, 'e': 0.806256440568415}",20,0,-147.25021816687135,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
634,False,"{'a': 0.001, 'e': 0.805664471353141}",20,0,-67.70394566655958,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
635,False,"{'a': 0.001, 'e': 0.8050716964734628}",20,0,-73.5442065607871,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
636,False,"{'a': 0.001, 'e': 0.8044781165221552}",20,0,-30.084294182424948,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
637,False,"{'a': 0.001, 'e': 0.8038837320927981}",30,0,-188.30602479864376,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 4}",0
638,False,"{'a': 0.001, 'e': 0.8032885437797759}",30,18,-59.60637105983112,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 1}",1
639,False,"{'a': 0.001, 'e': 0.802692552178277}",25,0,-188.14049130121475,"{0: 15, 1: 3, 2: 1, 3: 3, 4: 3}",0
640,False,"{'a': 0.001, 'e': 0.8020957578842927}",20,0,-32.31426301388602,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
641,False,"{'a': 0.001, 'e': 0.8014981614946173}",25,0,-39.41061238264086,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
642,False,"{'a': 0.001, 'e': 0.8008997636068472}",20,13,8.611530528855157,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.001, 'e': 0.8003005648193803}",20,0,-106.43554471404185,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",1
644,False,"{'a': 0.001, 'e': 0.7997005657314152}",20,0,-47.21656064344547,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
645,False,"{'a': 0.001, 'e': 0.7990997669429512}",30,0,-77.46479771824194,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
646,False,"{'a': 0.001, 'e': 0.7984981690547867}",20,0,-42.86917417538573,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
647,False,"{'a': 0.001, 'e': 0.7978957726685196}",20,0,-24.657391583469316,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
648,False,"{'a': 0.001, 'e': 0.7972925783865464}",30,12,-1.5079073710678315,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
649,False,"{'a': 0.001, 'e': 0.7966885868120613}",20,6,-23.7666926053409,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
650,False,"{'a': 0.001, 'e': 0.7960837985490558}",25,0,-53.75976566810545,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
651,False,"{'a': 0.001, 'e': 0.795478214202318}",20,0,-43.52535104229729,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
652,False,"{'a': 0.001, 'e': 0.7948718343774324}",30,0,-150.26988972822892,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
653,False,"{'a': 0.001, 'e': 0.7942646596807786}",25,0,-136.18961136243857,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
654,False,"{'a': 0.001, 'e': 0.7936566907195313}",25,0,-31.590169272196043,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
655,False,"{'a': 0.001, 'e': 0.7930479281016595}",20,0,-149.53035946007589,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
656,False,"{'a': 0.001, 'e': 0.7924383724359255}",20,0,-166.47468582157558,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
657,False,"{'a': 0.001, 'e': 0.7918280243318853}",20,0,-136.7490653589835,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
658,False,"{'a': 0.001, 'e': 0.7912168843998867}",25,0,-86.01390504233693,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
659,False,"{'a': 0.001, 'e': 0.7906049532510695}",25,0,-87.7574160042505,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
660,False,"{'a': 0.001, 'e': 0.7899922314973651}",20,0,-64.09718053284422,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
661,False,"{'a': 0.001, 'e': 0.789378719751495}",30,16,-41.12357503638761,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
662,False,"{'a': 0.001, 'e': 0.7887644186269709}",20,0,-93.92781520464024,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
663,False,"{'a': 0.001, 'e': 0.7881493287380938}",20,8,-30.104496487062743,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
664,False,"{'a': 0.001, 'e': 0.7875334506999537}",30,0,-217.88699079643078,"{0: 18, 1: 0, 2: 6, 3: 3, 4: 3}",0
665,False,"{'a': 0.001, 'e': 0.7869167851284287}",35,0,-148.28559757690454,"{0: 21, 1: 7, 2: 4, 3: 1, 4: 2}",0
666,False,"{'a': 0.001, 'e': 0.786299332640184}",30,0,-212.0766430311079,"{0: 15, 1: 4, 2: 7, 3: 1, 4: 3}",0
667,False,"{'a': 0.001, 'e': 0.7856810938526722}",20,0,5.618724460162431,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
668,False,"{'a': 0.001, 'e': 0.785062069384132}",20,0,-15.078537501439108,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
669,False,"{'a': 0.001, 'e': 0.7844422598535878}",20,0,-42.57650904258492,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
670,False,"{'a': 0.001, 'e': 0.7838216658808492}",25,0,-77.677882456257,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
671,False,"{'a': 0.001, 'e': 0.7832002880865101}",25,0,-27.72991031358587,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
672,False,"{'a': 0.001, 'e': 0.7825781270919481}",20,0,-90.4274112980496,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
673,False,"{'a': 0.001, 'e': 0.7819551835193241}",25,0,-182.43347653085237,"{0: 14, 1: 0, 2: 6, 3: 3, 4: 2}",0
674,False,"{'a': 0.001, 'e': 0.781331457991582}",25,0,-70.18532867709985,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
675,False,"{'a': 0.001, 'e': 0.7807069511324468}",20,0,-52.62261529172173,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
676,False,"{'a': 0.001, 'e': 0.7800816635664256}",30,0,-135.28020065483653,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
677,False,"{'a': 0.001, 'e': 0.7794555959188059}",20,0,-131.05460630876166,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
678,False,"{'a': 0.001, 'e': 0.7788287488156552}",20,0,-104.0244557754354,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
679,False,"{'a': 0.001, 'e': 0.7782011228838206}",25,0,-69.35752801790285,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
680,False,"{'a': 0.001, 'e': 0.7775727187509279}",30,0,-30.420126977552872,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
681,False,"{'a': 0.001, 'e': 0.7769435370453813}",25,0,-76.29155587391762,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
682,False,"{'a': 0.001, 'e': 0.7763135783963624}",20,0,-78.21168252445179,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
683,False,"{'a': 0.001, 'e': 0.7756828434338298}",25,5,-50.56767008870554,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
684,False,"{'a': 0.001, 'e': 0.7750513327885183}",30,0,-220.08639457564132,"{0: 14, 1: 4, 2: 6, 3: 4, 4: 2}",0
685,False,"{'a': 0.001, 'e': 0.7744190470919388}",30,0,-130.08221681866033,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
686,False,"{'a': 0.001, 'e': 0.7737859869763766}",20,8,-77.84814472665114,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
687,False,"{'a': 0.001, 'e': 0.7731521530748919}",20,0,-53.286188645455965,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
688,False,"{'a': 0.001, 'e': 0.7725175460213186}",25,0,3.840726191456814,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
689,False,"{'a': 0.001, 'e': 0.7718821664502636}",30,0,-214.6887206353226,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 4}",0
690,False,"{'a': 0.001, 'e': 0.7712460149971065}",25,0,-112.33217525928441,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
691,False,"{'a': 0.001, 'e': 0.7706090922979988}",25,0,-65.92731306379548,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
692,False,"{'a': 0.001, 'e': 0.7699713989898629}",20,0,-49.9832117301635,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
693,False,"{'a': 0.001, 'e': 0.7693329357103922}",25,3,-28.134530046733495,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
694,False,"{'a': 0.001, 'e': 0.7686937030980499}",30,12,-60.512082286943674,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
695,False,"{'a': 0.001, 'e': 0.7680537017920684}",20,0,-63.59737010214186,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
696,False,"{'a': 0.001, 'e': 0.7674129324324493}",20,0,-111.79812933766512,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
697,False,"{'a': 0.001, 'e': 0.7667713956599618}",25,0,-135.71806407377696,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
698,False,"{'a': 0.001, 'e': 0.7661290921161423}",25,0,-81.44344456958136,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
699,False,"{'a': 0.001, 'e': 0.7654860224432947}",20,0,-135.78672314536072,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
700,False,"{'a': 0.001, 'e': 0.7648421872844884}",20,15,8.654529506996113,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.001, 'e': 0.7641975872835586}",30,0,-167.28966544380236,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
702,False,"{'a': 0.001, 'e': 0.7635522230851051}",20,0,-111.93329047822195,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
703,False,"{'a': 0.001, 'e': 0.7629060953344922}",20,3,-31.968817367302815,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
704,False,"{'a': 0.001, 'e': 0.7622592046778476}",25,0,-68.61721831111255,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
705,False,"{'a': 0.001, 'e': 0.7616115517620617}",25,0,-62.77810452733665,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
706,False,"{'a': 0.001, 'e': 0.7609631372347876}",25,0,-144.69454201566975,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
707,False,"{'a': 0.001, 'e': 0.7603139617444397}",25,0,-90.08420826198137,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
708,False,"{'a': 0.001, 'e': 0.7596640259401933}",25,0,-70.65613808299513,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
709,False,"{'a': 0.001, 'e': 0.7590133304719844}",30,0,-81.61994927289518,"{0: 20, 1: 7, 2: 1, 3: 1, 4: 1}",0
710,False,"{'a': 0.001, 'e': 0.7583618759905082}",20,0,-118.78019953540661,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
711,False,"{'a': 0.001, 'e': 0.7577096631472192}",35,0,-100.51058396880232,"{0: 25, 1: 2, 2: 6, 3: 1, 4: 1}",0
712,False,"{'a': 0.001, 'e': 0.7570566925943303}",30,0,-165.74904356726486,"{0: 19, 1: 2, 2: 4, 3: 3, 4: 2}",0
713,False,"{'a': 0.001, 'e': 0.7564029649848117}",20,0,-138.73389104255068,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
714,False,"{'a': 0.001, 'e': 0.7557484809723913}",25,1,-38.51841353309171,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 0}",1
715,False,"{'a': 0.001, 'e': 0.7550932412115529}",30,12,-98.3395842905682,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 1}",1
716,False,"{'a': 0.001, 'e': 0.7544372463575362}",25,0,-149.54850052371378,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
717,False,"{'a': 0.001, 'e': 0.753780497066336}",20,0,-163.60596396150956,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
718,False,"{'a': 0.001, 'e': 0.7531229939947015}",30,14,-73.13750441183666,"{0: 8, 1: 0, 2: 7, 3: 1, 4: 0}",1
719,False,"{'a': 0.001, 'e': 0.7524647378001358}",20,5,-62.15440936302896,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
720,False,"{'a': 0.001, 'e': 0.7518057291408949}",25,0,-38.088130710183655,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
721,False,"{'a': 0.001, 'e': 0.7511459686759877}",25,3,-30.404793448119158,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 0}",1
722,False,"{'a': 0.001, 'e': 0.7504854570651743}",25,0,-55.45867701162089,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
723,False,"{'a': 0.001, 'e': 0.7498241949689665}",35,12,-83.05050325507834,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 1}",1
724,False,"{'a': 0.001, 'e': 0.7491621830486261}",30,16,-8.28510340449388,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
725,False,"{'a': 0.001, 'e': 0.7484994219661651}",30,9,-97.63723418639537,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 2}",1
726,False,"{'a': 0.001, 'e': 0.7478359123843445}",35,0,-27.879759620168862,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 1}",0
727,False,"{'a': 0.001, 'e': 0.7471716549666739}",25,0,-121.81261744425107,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
728,False,"{'a': 0.001, 'e': 0.7465066503774105}",20,9,0.1414515517593593,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.001, 'e': 0.745840899281559}",35,15,7.358702549158358,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.001, 'e': 0.7451744023448704}",20,0,-62.87365859058151,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
731,False,"{'a': 0.001, 'e': 0.7445071602338416}",25,0,-127.12593939423047,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
732,False,"{'a': 0.001, 'e': 0.7438391736157144}",20,0,-163.76761267240386,"{0: 9, 1: 0, 2: 9, 3: 0, 4: 2}",0
733,False,"{'a': 0.001, 'e': 0.7431704431584757}",30,0,-130.64031628267054,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
734,False,"{'a': 0.001, 'e': 0.7425009695308558}",25,16,-38.672456966216785,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
735,False,"{'a': 0.001, 'e': 0.7418307534023282}",30,13,-15.401152706360595,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
736,False,"{'a': 0.001, 'e': 0.7411597954431091}",30,0,-80.47234003722785,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
737,False,"{'a': 0.001, 'e': 0.7404880963241561}",25,7,-142.63731906594174,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 3}",1
738,False,"{'a': 0.001, 'e': 0.7398156567171686}",20,0,-21.91006123473332,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
739,False,"{'a': 0.001, 'e': 0.7391424772945862}",20,0,-97.53353965809103,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
740,False,"{'a': 0.001, 'e': 0.7384685587295879}",20,3,-24.272130917136757,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
741,False,"{'a': 0.001, 'e': 0.7377939016960925}",20,0,-25.43362560252036,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
742,False,"{'a': 0.001, 'e': 0.7371185068687569}",20,2,-95.72344254018562,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 2}",1
743,False,"{'a': 0.001, 'e': 0.7364423749229757}",25,0,-74.48064158573771,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
744,False,"{'a': 0.001, 'e': 0.7357655065348812}",20,0,-68.09691875828018,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
745,False,"{'a': 0.001, 'e': 0.7350879023813413}",20,7,-55.72714343786553,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
746,False,"{'a': 0.001, 'e': 0.7344095631399603}",20,12,-0.15383687744893093,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.001, 'e': 0.7337304894890774}",25,17,2.2111254196144907,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.001, 'e': 0.7330506821077661}",30,0,-153.4772967822115,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
749,False,"{'a': 0.001, 'e': 0.7323701416758338}",25,16,-14.818098253118707,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.001, 'e': 0.7316888688738209}",25,0,-166.2780957034702,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
751,False,"{'a': 0.001, 'e': 0.7310068643830001}",25,0,-69.06269772402185,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
752,False,"{'a': 0.001, 'e': 0.7303241288853758}",20,0,-25.530929085018307,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
753,False,"{'a': 0.001, 'e': 0.7296406630636835}",20,9,-29.74288673307903,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
754,False,"{'a': 0.001, 'e': 0.7289564676013889}",20,0,-44.136337936871755,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
755,False,"{'a': 0.001, 'e': 0.7282715431826874}",20,0,-19.196847634861975,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
756,False,"{'a': 0.001, 'e': 0.7275858904925034}",25,0,-101.90835496772155,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
757,False,"{'a': 0.001, 'e': 0.7268995102164897}",35,0,-67.41173627931587,"{0: 25, 1: 2, 2: 7, 3: 1, 4: 0}",0
758,False,"{'a': 0.001, 'e': 0.7262124030410263}",25,0,-110.22552861061992,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
759,False,"{'a': 0.001, 'e': 0.7255245696532203}",20,0,-20.65310225165378,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
760,False,"{'a': 0.001, 'e': 0.7248360107409052}",20,0,-112.300368684021,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
761,False,"{'a': 0.001, 'e': 0.7241467269926397}",20,5,0.7101104850191515,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
762,False,"{'a': 0.001, 'e': 0.7234567190977075}",20,0,-100.18007079169394,"{0: 12, 1: 1, 2: 3, 3: 4, 4: 0}",0
763,False,"{'a': 0.001, 'e': 0.7227659877461166}",20,0,-61.79430818687843,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
764,False,"{'a': 0.001, 'e': 0.7220745336285982}",25,0,-43.4989395039386,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
765,False,"{'a': 0.001, 'e': 0.7213823574366063}",20,0,-59.52599027151146,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
766,False,"{'a': 0.001, 'e': 0.720689459862317}",25,14,1.2587811419792398,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.001, 'e': 0.719995841598628}",25,0,-65.45522524040688,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
768,False,"{'a': 0.001, 'e': 0.7193015033391573}",20,8,-27.28136139434743,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
769,False,"{'a': 0.001, 'e': 0.7186064457782433}",25,0,-113.4635344242053,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
770,False,"{'a': 0.001, 'e': 0.7179106696109434}",25,0,-36.75697173338966,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
771,False,"{'a': 0.001, 'e': 0.7172141755330337}",25,0,-136.53010443106962,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
772,False,"{'a': 0.001, 'e': 0.7165169642410081}",20,3,-27.69747389076441,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
773,False,"{'a': 0.001, 'e': 0.7158190364320781}",25,0,-37.28363627927974,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
774,False,"{'a': 0.001, 'e': 0.7151203928041714}",20,11,-19.762263987293384,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
775,False,"{'a': 0.001, 'e': 0.7144210340559313}",25,0,-93.50807425124239,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
776,False,"{'a': 0.001, 'e': 0.7137209608867168}",20,0,-35.32362009853903,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
777,False,"{'a': 0.001, 'e': 0.7130201739966009}",25,12,-11.504864449087947,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
778,False,"{'a': 0.001, 'e': 0.7123186740863704}",25,0,-126.45588604760695,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
779,False,"{'a': 0.001, 'e': 0.7116164618575251}",30,0,-93.93828276739103,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",1
780,False,"{'a': 0.001, 'e': 0.7109135380122773}",20,0,-91.32950275053412,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
781,False,"{'a': 0.001, 'e': 0.7102099032535507}",20,0,-77.20036385572293,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
782,False,"{'a': 0.001, 'e': 0.7095055582849801}",25,7,-130.28821400241048,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 2}",1
783,False,"{'a': 0.001, 'e': 0.7088005038109104}",20,10,-23.751013636797072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
784,False,"{'a': 0.001, 'e': 0.7080947405363958}",25,0,-30.6134097641357,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
785,False,"{'a': 0.001, 'e': 0.7073882691671998}",20,13,-38.668811530591924,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
786,False,"{'a': 0.001, 'e': 0.7066810904097934}",25,0,-131.88404534346685,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
787,False,"{'a': 0.001, 'e': 0.7059732049713556}",25,8,6.696314802324821,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.001, 'e': 0.7052646135597717}",20,16,7.306631049574252,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.001, 'e': 0.7045553168836329}",30,0,-126.75440546507765,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
790,False,"{'a': 0.001, 'e': 0.7038453156522361}",25,14,4.208908651919167,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.001, 'e': 0.7031346105755821}",25,0,-84.83169681212676,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
792,False,"{'a': 0.001, 'e': 0.7024232023643763}",20,0,-75.4509048656549,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
793,False,"{'a': 0.001, 'e': 0.7017110917300265}",25,13,10.620870315785423,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.001, 'e': 0.7009982793846437}",20,2,-50.69420744381863,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
795,False,"{'a': 0.001, 'e': 0.7002847660410396}",25,6,-60.817503408336194,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 0}",1
796,False,"{'a': 0.001, 'e': 0.699570552412728}",25,0,-16.96030520897863,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
797,False,"{'a': 0.001, 'e': 0.6988556392139224}",20,11,-0.5373173825390702,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
798,False,"{'a': 0.001, 'e': 0.6981400271595356}",25,3,-44.571720402454375,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 0}",1
